target_id	length	eff_length	est_counts	tpm
TRINITY_DN1080_c2_g1_i1	252	71.5294	0	0
TRINITY_DN1080_c3_g1_i1	254	73.2526	0	0
TRINITY_DN1080_c4_g1_i1	203	33.9506	1	110.929
TRINITY_DN1044_c0_g1_i1	674	487.588	2	15.4479
TRINITY_DN1055_c0_g1_i1	336	150.041	0	0
TRINITY_DN1055_c0_g1_i2	226	50.3481	1	74.8015
TRINITY_DN1013_c0_g1_i1	290	105.711	1	35.6266
TRINITY_DN1075_c0_g1_i1	2090	1903.59	9	17.8059
TRINITY_DN1014_c0_g1_i1	608	421.588	0	0
TRINITY_DN1014_c0_g1_i3	329	143.179	0	0
TRINITY_DN1036_c0_g1_i1	274	90.953	2	82.8146
TRINITY_DN1077_c0_g1_i1	280	96.4461	0	0
TRINITY_DN1077_c0_g2_i1	724	537.588	3	21.0167
TRINITY_DN1077_c1_g1_i1	1607	1420.59	6	15.9066
TRINITY_DN1077_c1_g2_i1	215	42.1378	0	0
TRINITY_DN1077_c1_g2_i2	444	257.629	3	43.8552
TRINITY_DN1077_c2_g1_i1	649	462.588	18.1496	147.763
TRINITY_DN1077_c2_g1_i2	708	521.588	3.85042	27.8019
TRINITY_DN1077_c2_g2_i1	519	332.588	0	0
TRINITY_DN1077_c2_g3_i1	580	393.588	3	28.706
TRINITY_DN1077_c2_g4_i1	1981	1794.59	20	41.9719
TRINITY_DN1077_c2_g5_i1	816	629.588	0	0
TRINITY_DN1077_c2_g6_i1	229	52.7192	1	71.4374
TRINITY_DN1077_c2_g7_i1	440	253.629	3	44.5468
TRINITY_DN1077_c4_g1_i1	791	604.588	3	18.6877
TRINITY_DN1077_c4_g2_i1	803	616.588	3.38214e-07	2.06581e-06
TRINITY_DN1077_c5_g1_i1	386	199.702	0	0
TRINITY_DN1077_c6_g1_i1	250	69.8207	2	107.88
TRINITY_DN1077_c7_g1_i1	205	35.2109	3	320.877
TRINITY_DN1077_c8_g1_i1	210	38.6629	0	0
TRINITY_DN1096_c0_g1_i1	217	43.5925	2	172.787
TRINITY_DN1096_c0_g2_i1	313	127.513	0	0
TRINITY_DN1096_c0_g3_i1	319	133.346	0	0
TRINITY_DN1063_c0_g1_i1	1674	1487.59	4	10.1268
TRINITY_DN1063_c0_g1_i2	386	199.702	1	18.8587
TRINITY_DN1063_c0_g1_i4	355	168.848	1	22.3048
TRINITY_DN1086_c0_g1_i1	427	240.645	1	15.6501
TRINITY_DN1023_c0_g1_i1	400	213.674	2	35.251
TRINITY_DN1023_c0_g2_i1	248	68.1306	0	0
TRINITY_DN1023_c0_g3_i1	469	282.629	0	0
TRINITY_DN1023_c0_g4_i1	233	55.8126	1	67.4779
TRINITY_DN1023_c2_g1_i1	264	81.9323	1	45.9662
TRINITY_DN1050_c0_g1_i1	801	614.588	0	0
TRINITY_DN1050_c0_g1_i2	609	422.588	2	17.824
TRINITY_DN1066_c0_g1_i1	459	272.629	0	0
TRINITY_DN1066_c0_g2_i1	766	579.588	2	12.9958
TRINITY_DN1066_c0_g3_i1	2149	1962.59	13	24.9464
TRINITY_DN1066_c0_g3_i3	1319	1132.59	0	0
TRINITY_DN1066_c0_g3_i5	656	469.588	0	0
TRINITY_DN1066_c0_g3_i6	928	741.588	0	0
TRINITY_DN1066_c0_g5_i1	642	455.588	5	41.3325
TRINITY_DN1066_c1_g1_i1	240	61.4907	0	0
TRINITY_DN1066_c1_g2_i1	293	108.486	2	69.4307
TRINITY_DN1066_c1_g2_i2	977	790.588	2	9.52738
TRINITY_DN1066_c1_g3_i1	477	290.629	0	0
TRINITY_DN1043_c0_g1_i1	601	414.588	0	0
TRINITY_DN1043_c1_g1_i1	641	454.588	0	0
TRINITY_DN1028_c0_g1_i1	829	642.588	5	29.3043
TRINITY_DN1097_c0_g1_i1	511	324.588	3	34.8083
TRINITY_DN1011_c0_g1_i1	1820	1633.59	15	34.5814
TRINITY_DN1011_c0_g1_i2	329	143.179	0	0
TRINITY_DN1048_c0_g1_i1	515	328.588	0	0
TRINITY_DN1079_c0_g1_i1	334	148.111	1.34281	34.1444
TRINITY_DN1079_c0_g2_i1	336	150.041	0	0
TRINITY_DN1079_c1_g1_i1	255	74.1641	0	0
TRINITY_DN1069_c0_g1_i1	458	271.629	0	0
TRINITY_DN1069_c0_g1_i2	624	437.588	3	25.8196
TRINITY_DN1034_c0_g1_i1	1292	1105.59	8	27.2515
TRINITY_DN1032_c0_g1_i1	428	241.629	2	31.1728
TRINITY_DN1010_c0_g1_i1	517	330.588	1	11.3922
TRINITY_DN1090_c0_g1_i1	454	267.629	3	42.2165
TRINITY_DN1090_c0_g2_i1	608	421.588	1	8.93316
TRINITY_DN1090_c1_g1_i1	282	98.2661	1	38.3257
TRINITY_DN1090_c1_g2_i1	242	63.0734	0	0
TRINITY_DN1090_c1_g2_i3	280	96.4461	0	0
TRINITY_DN1090_c1_g2_i4	462	275.629	0	0
TRINITY_DN1020_c0_g1_i2	604	417.588	0	0
TRINITY_DN1020_c0_g1_i3	2127	1940.59	22	42.6956
TRINITY_DN1088_c0_g1_i1	462	275.629	0	0
TRINITY_DN1088_c0_g1_i2	275	91.8588	0	0
TRINITY_DN1070_c0_g1_i1	905	718.588	1	5.24099
TRINITY_DN1070_c1_g1_i1	245	65.5479	0	0
TRINITY_DN1093_c0_g1_i1	386	199.702	0	0
TRINITY_DN1093_c0_g1_i2	473	286.629	1	13.1394
TRINITY_DN1093_c1_g1_i13	689	502.588	0	0
TRINITY_DN1093_c1_g1_i17	276	92.789	0	0
TRINITY_DN1093_c1_g1_i18	1555	1368.59	0	0
TRINITY_DN1093_c1_g1_i21	712	525.588	0	0
TRINITY_DN1093_c1_g1_i24	1733	1546.59	0	0
TRINITY_DN1093_c1_g1_i28	696	509.588	0	0
TRINITY_DN1093_c1_g1_i30	1610	1423.59	0	0
TRINITY_DN1093_c1_g1_i32	1199	1012.59	0	0
TRINITY_DN1093_c1_g1_i35	1216	1029.59	1	3.65789
TRINITY_DN1093_c1_g1_i36	1249	1062.59	2.50156	8.86625
TRINITY_DN1093_c1_g1_i5	1118	931.588	0	0
TRINITY_DN1093_c1_g1_i6	826	639.588	4.49844	26.4884
TRINITY_DN1093_c1_g1_i7	1709	1522.59	0	0
TRINITY_DN1093_c1_g2_i1	447	260.629	2	28.9003
TRINITY_DN1093_c1_g3_i1	1723	1536.59	26	63.725
TRINITY_DN1093_c1_g4_i1	376	189.741	16	317.58
TRINITY_DN1093_c2_g1_i1	489	302.609	0	0
TRINITY_DN1093_c2_g2_i1	908	721.588	0	0
TRINITY_DN1093_c3_g1_i1	978	791.588	5	23.7884
TRINITY_DN1093_c4_g1_i1	543	356.588	3	31.6846
TRINITY_DN1039_c0_g1_i1	341	155	0	0
TRINITY_DN1082_c0_g1_i1	256	74.9853	0	0
TRINITY_DN1082_c0_g1_i2	585	398.588	0	0
TRINITY_DN1082_c0_g1_i3	709	522.588	2	14.4133
TRINITY_DN1007_c0_g1_i1	256	74.9853	0	0
TRINITY_DN1058_c0_g1_i1	291	106.624	1	35.3214
TRINITY_DN1058_c0_g2_i1	1587	1400.59	14.0937	37.8973
TRINITY_DN1058_c0_g2_i3	2394	2207.59	32.2426	55.0055
TRINITY_DN1058_c0_g2_i4	5686	5499.59	103.725	71.0311
TRINITY_DN1058_c0_g2_i5	5634	5447.59	44.6916	30.897
TRINITY_DN1058_c0_g2_i6	2238	2051.59	9.24671	16.9743
TRINITY_DN1058_c0_g3_i1	665	478.588	3	23.6077
TRINITY_DN1058_c0_g4_i1	330	144.16	1	26.1245
TRINITY_DN1058_c0_g4_i2	216	42.8857	0	0
TRINITY_DN1058_c0_g4_i3	894	707.588	5	26.6124
TRINITY_DN1058_c0_g5_i1	4684	4497.59	51	42.7056
TRINITY_DN1058_c0_g6_i1	756	569.588	3	19.836
TRINITY_DN1058_c0_g6_i2	369	182.766	1	20.6062
TRINITY_DN1058_c1_g1_i1	293	108.486	0	0
TRINITY_DN1064_c0_g1_i1	295	110.352	0	0
TRINITY_DN1064_c0_g1_i2	207	36.6027	0	0
TRINITY_DN1064_c1_g1_i1	251	70.6708	0	0
TRINITY_DN1064_c2_g1_i1	229	52.7192	0.264983	18.9297
TRINITY_DN1030_c0_g1_i1	459	272.629	0	0
TRINITY_DN1030_c1_g1_i1	321	135.31	1	27.8332
TRINITY_DN1030_c2_g1_i1	403	216.674	1	17.3815
TRINITY_DN1021_c0_g1_i2	559	372.588	0	0
TRINITY_DN1021_c0_g1_i4	849	662.588	0	0
TRINITY_DN1021_c0_g1_i5	1059	872.588	0	0
TRINITY_DN1021_c0_g2_i1	292	107.544	0	0
TRINITY_DN1021_c0_g3_i1	676	489.588	7	53.8469
TRINITY_DN1021_c0_g4_i1	262	80.1524	0	0
TRINITY_DN1021_c0_g5_i1	258	76.7769	0	0
TRINITY_DN1021_c0_g5_i2	1441	1254.59	2	6.00375
TRINITY_DN1021_c1_g1_i1	391	204.702	2	36.796
TRINITY_DN1021_c1_g2_i1	1078	891.588	12	50.6887
TRINITY_DN1021_c1_g3_i1	1205	1018.59	0	0
TRINITY_DN1021_c1_g4_i1	527	340.588	2	22.1154
TRINITY_DN1021_c2_g1_i1	517	330.588	2	22.7843
TRINITY_DN1021_c3_g1_i1	772	585.588	3	19.294
TRINITY_DN1021_c4_g1_i1	533	346.588	1	10.8663
TRINITY_DN1021_c5_g1_i1	885	698.588	3	16.1731
TRINITY_DN1021_c6_g1_i1	442	255.629	1	14.7328
TRINITY_DN1021_c7_g1_i1	255	74.1641	0	0
TRINITY_DN1021_c8_g1_i1	242	63.0734	0	0
TRINITY_DN1091_c0_g1_i1	944	757.588	3	14.9136
TRINITY_DN1073_c0_g1_i1	663	476.588	8	63.218
TRINITY_DN1017_c0_g1_i1	667	480.588	4	31.3459
TRINITY_DN1078_c0_g1_i1	891	704.588	9	48.1062
TRINITY_DN1078_c1_g1_i1	307	121.78	1	30.9256
TRINITY_DN1062_c0_g1_i1	538	351.588	4	42.8469
TRINITY_DN1062_c0_g1_i2	257	75.9003	1	49.6192
TRINITY_DN1059_c0_g1_i1	690	503.588	7	52.3499
TRINITY_DN1087_c0_g1_i1	577	390.588	1	9.64217
TRINITY_DN1087_c1_g1_i1	1459	1272.59	15	44.3912
TRINITY_DN1087_c2_g1_i1	347	160.937	0	0
TRINITY_DN1018_c0_g1_i1	352	165.882	0	0
TRINITY_DN1018_c0_g2_i1	436	249.629	2	30.1738
TRINITY_DN1018_c0_g3_i1	532	345.588	1	10.8977
TRINITY_DN1018_c0_g3_i2	620	433.588	1	8.68593
TRINITY_DN1037_c0_g1_i1	341	155	5	121.487
TRINITY_DN1008_c0_g1_i1	356	169.825	0	0
TRINITY_DN1008_c1_g1_i1	425	238.645	1	15.7813
TRINITY_DN1016_c1_g1_i1	512	325.588	0	0
TRINITY_DN1016_c1_g1_i2	547	360.588	3.79983	39.6868
TRINITY_DN1016_c1_g1_i3	418	231.645	0	0
TRINITY_DN1016_c1_g2_i1	872	685.588	2	10.9865
TRINITY_DN1016_c1_g3_i1	259	77.5604	0	0
TRINITY_DN1016_c1_g3_i2	480	293.629	1	12.8261
TRINITY_DN1016_c1_g3_i3	387	200.702	1	18.7647
TRINITY_DN1016_c1_g4_i1	985	798.588	15	70.7395
TRINITY_DN1016_c1_g5_i1	688	501.588	1	7.50838
TRINITY_DN1016_c1_g6_i1	285	101.048	0	0
TRINITY_DN1016_c1_g7_i1	231	54.2459	3	208.28
TRINITY_DN1016_c2_g1_i1	1695	1508.59	2	4.9929
TRINITY_DN1016_c2_g2_i1	289	104.754	1	35.9521
TRINITY_DN1016_c3_g2_i1	273	90.0527	2	83.6425
TRINITY_DN1016_c4_g1_i1	1370	1183.59	8	25.4556
TRINITY_DN1016_c5_g1_i1	476	289.629	0	0
TRINITY_DN1016_c6_g1_i1	209	37.9621	0	0
TRINITY_DN1024_c0_g1_i1	367	180.766	0	0
TRINITY_DN1024_c0_g2_i1	289	104.754	1	35.9521
TRINITY_DN1024_c1_g1_i1	367	180.766	0	0
TRINITY_DN1025_c0_g1_i1	1869	1682.59	37.5686	84.0894
TRINITY_DN1025_c0_g1_i2	1263	1076.59	7.43138	25.9964
TRINITY_DN1019_c0_g1_i1	1833	1646.59	16	36.5956
TRINITY_DN1100_c0_g1_i1	355	168.848	0	0
TRINITY_DN1101_c0_g1_i2	1048	861.588	6	26.2268
TRINITY_DN1101_c1_g1_i1	571	384.588	3	29.3778
TRINITY_DN1042_c0_g1_i1	283	99.192	0	0
TRINITY_DN1094_c0_g1_i1	1320	1133.59	10	33.223
TRINITY_DN1049_c0_g1_i1	1399	1212.59	23.8712	74.1405
TRINITY_DN1049_c0_g1_i2	1234	1047.59	47.1288	169.43
TRINITY_DN1049_c1_g1_i1	1809	1622.59	14.2943	33.178
TRINITY_DN1049_c1_g2_i1	210	38.6629	0	0
TRINITY_DN1049_c3_g1_i1	622	435.588	4	34.5842
TRINITY_DN1049_c4_g1_i1	297	112.292	1	33.5387
TRINITY_DN1053_c0_g1_i1	1359	1172.59	4.01571	12.8977
TRINITY_DN1053_c0_g1_i3	775	588.588	1.98429	12.6966
TRINITY_DN1053_c0_g1_i4	1161	974.588	0	0
TRINITY_DN1033_c0_g1_i1	237	59.0554	1	63.7726
TRINITY_DN1056_c0_g1_i1	2361	2174.59	35	60.6157
TRINITY_DN54_c0_g1_i2	2921	2734.59	30.586	42.1235
TRINITY_DN54_c0_g1_i21	5204	5017.59	23.7274	17.8094
TRINITY_DN54_c0_g1_i24	5797	5610.59	52.9646	35.5526
TRINITY_DN54_c0_g1_i34	3095	2908.59	44.7414	57.9324
TRINITY_DN54_c0_g1_i36	3074	2887.59	0	0
TRINITY_DN54_c0_g1_i39	1008	821.588	0	0
TRINITY_DN54_c0_g1_i4	4392	4205.59	149.687	134.046
TRINITY_DN54_c0_g1_i46	3510	3323.59	44.8943	50.8718
TRINITY_DN54_c0_g1_i48	3167	2980.59	0	0
TRINITY_DN54_c0_g1_i49	1161	974.588	5.39558	20.8502
TRINITY_DN54_c0_g1_i52	963	776.588	0	0
TRINITY_DN54_c0_g1_i63	3091	2904.59	0	0
TRINITY_DN54_c0_g1_i67	3245	3058.59	0	0
TRINITY_DN54_c0_g1_i68	3676	3489.59	25.54	27.5639
TRINITY_DN54_c0_g1_i70	3850	3663.59	0.00112294	0.00115436
TRINITY_DN54_c0_g1_i8	699	512.588	0	0
TRINITY_DN54_c0_g1_i81	4550	4363.59	26.6787	23.0258
TRINITY_DN54_c0_g1_i85	5758	5571.59	36.9571	24.9812
TRINITY_DN54_c0_g1_i90	3002	2815.59	45.8263	61.2971
TRINITY_DN54_c0_g1_i99	3122	2935.59	0	0
TRINITY_DN54_c1_g1_i1	230	53.518	0	0
TRINITY_DN61_c0_g1_i10	4763	4576.59	211.839	174.325
TRINITY_DN61_c0_g1_i13	3482	3295.59	36.3213	41.5071
TRINITY_DN61_c0_g1_i14	909	722.588	4	20.8479
TRINITY_DN61_c0_g1_i15	4520	4333.59	64.7579	56.278
TRINITY_DN61_c0_g1_i2	1110	923.588	4	16.3108
TRINITY_DN61_c0_g1_i3	827	640.588	9.17773	53.9573
TRINITY_DN61_c0_g1_i4	4826	4639.59	100.904	81.9071
TRINITY_DN61_c2_g1_i1	1673	1486.59	11	27.8674
TRINITY_DN61_c2_g2_i1	844	657.588	1	5.72717
TRINITY_DN61_c3_g1_i1	629	442.588	2	17.0186
TRINITY_DN53_c0_g1_i1	3378	3191.59	585.111	690.438
TRINITY_DN53_c0_g1_i2	5131	4944.59	56.4121	42.9671
TRINITY_DN53_c0_g1_i4	3325	3138.59	38.8243	46.5869
TRINITY_DN53_c0_g1_i5	2943	2756.59	7.65294	10.4556
TRINITY_DN84_c0_g1_i1	2773	2586.59	58.3372	84.94
TRINITY_DN84_c0_g1_i2	2537	2350.59	4269.66	6840.86
TRINITY_DN84_c0_g2_i1	2594	2407.59	2887	4516.05
TRINITY_DN58_c0_g1_i1	1876	1689.59	56.221	125.317
TRINITY_DN58_c0_g1_i11	980	793.588	16.6392	78.9643
TRINITY_DN58_c0_g1_i14	1935	1748.59	20.4511	44.0477
TRINITY_DN58_c0_g1_i15	1259	1072.59	3.67998	12.9213
TRINITY_DN58_c0_g1_i2	1604	1417.59	3.09429	8.22062
TRINITY_DN58_c0_g1_i4	1828	1641.59	5.12189	11.7506
TRINITY_DN58_c0_g1_i6	1305	1118.59	78.7925	265.283
TRINITY_DN58_c0_g1_i7	2211	2024.59	0	0
TRINITY_DN58_c1_g1_i11	1425	1238.59	5.47952	16.6613
TRINITY_DN58_c1_g1_i12	754	567.588	1.59223	10.5649
TRINITY_DN58_c1_g1_i13	1646	1459.59	16.7133	43.1247
TRINITY_DN58_c1_g1_i14	1039	852.588	9.08528	40.1322
TRINITY_DN58_c1_g1_i16	527	340.588	11.8364	130.884
TRINITY_DN58_c1_g1_i17	449	262.629	0	0
TRINITY_DN58_c1_g1_i18	1499	1312.59	10.5043	30.1392
TRINITY_DN58_c1_g1_i19	5090	4903.59	38.8589	29.845
TRINITY_DN58_c1_g1_i3	767	580.588	10.3625	67.2187
TRINITY_DN58_c1_g1_i5	1887	1700.59	26.0688	57.7319
TRINITY_DN58_c1_g1_i6	990	803.588	2.03157	9.52121
TRINITY_DN58_c1_g1_i7	665	478.588	3.36454	26.4763
TRINITY_DN58_c1_g1_i9	1082	895.588	12.1026	50.8938
TRINITY_DN58_c1_g2_i1	583	396.588	1.092	10.3699
TRINITY_DN58_c1_g3_i1	589	402.588	6	56.1286
TRINITY_DN57_c0_g1_i1	3734	3547.59	51.4576	54.6274
TRINITY_DN57_c0_g1_i4	4753	4566.59	175.762	144.953
TRINITY_DN57_c0_g1_i5	1786	1599.59	50.7799	119.558
TRINITY_DN57_c0_g1_i6	945	758.588	0	0
TRINITY_DN57_c0_g2_i1	220	45.8159	0	0
TRINITY_DN57_c0_g2_i2	774	587.588	10	64.0945
TRINITY_DN57_c0_g3_i1	1978	1791.59	82	172.373
TRINITY_DN57_c1_g1_i1	224	48.8604	0	0
TRINITY_DN57_c1_g2_i1	1005	818.588	0	0
TRINITY_DN57_c1_g3_i1	356	169.825	1	22.1764
TRINITY_DN57_c3_g1_i1	709	522.588	17	122.513
TRINITY_DN57_c4_g1_i1	411	224.645	0	0
TRINITY_DN57_c5_g1_i1	220	45.8159	1	82.2011
TRINITY_DN57_c7_g1_i1	300	115.084	0	0
TRINITY_DN57_c8_g1_i1	425	238.645	1	15.7813
TRINITY_DN57_c9_g1_i1	575	388.588	0	0
TRINITY_DN57_c10_g1_i1	282	98.2661	0	0
TRINITY_DN97_c0_g1_i1	514	327.588	2.85123	32.7792
TRINITY_DN97_c0_g1_i3	516	329.588	1.31419	15.0169
TRINITY_DN97_c0_g2_i2	3855	3668.59	39.9191	40.9803
TRINITY_DN97_c0_g2_i3	238	59.8194	0	0
TRINITY_DN97_c0_g2_i4	3269	3082.59	19.2319	23.4963
TRINITY_DN97_c0_g2_i5	3353	3166.59	148.714	176.87
