target_id	length	eff_length	est_counts	tpm
TRINITY_DN1028_c0_g1_i1	829	637.677	3	21.1194
TRINITY_DN1097_c0_g1_i1	511	319.744	1	14.0398
TRINITY_DN1011_c0_g1_i1	1820	1628.68	5	13.7815
TRINITY_DN1011_c0_g1_i2	329	138.76	0	0
TRINITY_DN1048_c0_g1_i1	515	323.744	3	41.5989
TRINITY_DN1079_c0_g1_i1	334	143.647	1	31.2512
TRINITY_DN1079_c0_g2_i1	336	145.589	0	0
TRINITY_DN1079_c1_g1_i1	255	70.8096	1	63.3971
TRINITY_DN1069_c0_g1_i1	458	266.744	0.392818	6.61087
TRINITY_DN1069_c0_g1_i2	624	432.714	2.60718	27.0478
TRINITY_DN1034_c0_g1_i1	1292	1100.68	2	8.15703
TRINITY_DN1032_c0_g1_i1	428	236.763	3	56.8813
TRINITY_DN1010_c0_g1_i1	517	325.744	1	13.7812
TRINITY_DN1090_c0_g1_i1	454	262.744	0	0
TRINITY_DN1090_c0_g2_i1	608	416.714	1	10.7727
TRINITY_DN1090_c1_g1_i1	282	94.4452	1	47.5316
TRINITY_DN1090_c1_g2_i1	242	60.5585	0	0
TRINITY_DN1090_c1_g2_i3	280	92.6451	1	48.4551
TRINITY_DN1090_c1_g2_i4	462	270.744	4	66.3229
TRINITY_DN1020_c0_g1_i2	604	412.714	0	0
TRINITY_DN1020_c0_g1_i3	2127	1935.68	51	118.277
TRINITY_DN1088_c0_g1_i1	462	270.744	1	16.5807
TRINITY_DN1088_c0_g1_i2	275	88.0677	0	0
TRINITY_DN1070_c0_g1_i1	905	713.677	1	6.29014
TRINITY_DN1070_c1_g1_i1	245	62.8545	0	0
TRINITY_DN1093_c0_g1_i1	386	194.913	0	0
TRINITY_DN1093_c0_g1_i2	473	281.744	1	15.9334
TRINITY_DN1093_c1_g1_i13	689	497.677	6	54.121
TRINITY_DN1093_c1_g1_i17	276	88.9142	1	50.4883
TRINITY_DN1093_c1_g1_i18	1555	1363.68	0	0
TRINITY_DN1093_c1_g1_i21	712	520.677	0	0
TRINITY_DN1093_c1_g1_i24	1733	1541.68	6.02123	17.5329
TRINITY_DN1093_c1_g1_i28	696	504.677	2.03789	18.1272
TRINITY_DN1093_c1_g1_i30	1610	1418.68	0	0
TRINITY_DN1093_c1_g1_i32	1199	1007.68	3.7719	16.8035
TRINITY_DN1093_c1_g1_i35	1216	1024.68	1.63537	7.16457
TRINITY_DN1093_c1_g1_i36	1249	1057.68	7.2757	30.8805
TRINITY_DN1093_c1_g1_i5	1118	926.677	1.25792	6.09378
TRINITY_DN1093_c1_g1_i6	826	634.677	0	0
TRINITY_DN1093_c1_g1_i7	1709	1517.68	0	0
TRINITY_DN1093_c1_g2_i1	447	255.744	0	0
TRINITY_DN1093_c1_g3_i1	1723	1531.68	25	73.2715
TRINITY_DN1093_c1_g4_i1	376	184.974	24	582.455
TRINITY_DN1093_c2_g1_i1	489	297.744	0	0
TRINITY_DN1093_c2_g2_i1	908	716.677	0	0
TRINITY_DN1093_c3_g1_i1	978	786.677	5	28.5322
TRINITY_DN1093_c4_g1_i1	543	351.744	0	0
TRINITY_DN1039_c0_g1_i1	341	150.423	3	89.5303
TRINITY_DN1082_c0_g1_i1	256	71.7001	3	187.829
TRINITY_DN1082_c0_g1_i2	585	393.714	1	11.402
TRINITY_DN1082_c0_g1_i3	709	517.677	0	0
TRINITY_DN1007_c0_g1_i1	256	71.7001	0	0
TRINITY_DN1058_c0_g1_i1	291	102.785	0	0
TRINITY_DN1058_c0_g2_i1	1587	1395.68	1.34618	4.32991
TRINITY_DN1058_c0_g2_i3	2394	2202.68	3.20444	6.53075
TRINITY_DN1058_c0_g2_i4	5686	5494.68	0.00255006	0.00208339
TRINITY_DN1058_c0_g2_i5	5634	5442.68	6.44684	5.31736
TRINITY_DN1058_c0_g2_i6	2238	2046.68	0	0
TRINITY_DN1058_c0_g3_i1	665	473.677	0	0
TRINITY_DN1058_c0_g4_i1	330	139.749	1.50349	48.2963
TRINITY_DN1058_c0_g4_i2	216	41.6379	0	0
TRINITY_DN1058_c0_g4_i3	894	702.677	2.49651	15.9492
TRINITY_DN1058_c0_g5_i1	4684	4492.68	0	0
TRINITY_DN1058_c0_g6_i1	756	564.677	2	15.8998
TRINITY_DN1058_c0_g6_i2	369	178.018	0	0
TRINITY_DN1058_c1_g1_i1	293	104.65	0	0
TRINITY_DN1064_c0_g1_i1	295	106.495	0	0
TRINITY_DN1064_c0_g1_i2	207	35.7199	1	125.676
TRINITY_DN1064_c1_g1_i1	251	67.554	0	0
TRINITY_DN1064_c2_g1_i1	229	50.6611	0	0
TRINITY_DN1030_c0_g1_i1	459	267.744	0	0
TRINITY_DN1030_c1_g1_i1	321	131.041	0	0
TRINITY_DN1030_c2_g1_i1	403	211.816	0	0
TRINITY_DN1021_c0_g1_i2	559	367.744	5.47014	66.7751
TRINITY_DN1021_c0_g1_i4	849	657.677	0	0
TRINITY_DN1021_c0_g1_i5	1059	867.677	1.52986	7.91509
TRINITY_DN1021_c0_g2_i1	292	103.692	3.1294	135.481
TRINITY_DN1021_c0_g3_i1	676	484.677	3	27.7863
TRINITY_DN1021_c0_g4_i1	262	76.8247	1	58.4334
TRINITY_DN1021_c0_g5_i1	258	73.4713	0	0
TRINITY_DN1021_c0_g5_i2	1441	1249.68	15	53.8835
TRINITY_DN1021_c1_g1_i1	391	199.882	2	44.9179
TRINITY_DN1021_c1_g2_i1	1078	886.677	5.18841	26.2682
TRINITY_DN1021_c1_g3_i1	1205	1013.68	10.8116	47.8798
TRINITY_DN1021_c1_g4_i1	527	335.744	0	0
TRINITY_DN1021_c2_g1_i1	517	325.744	5	68.9058
TRINITY_DN1021_c3_g1_i1	772	580.677	3	23.1926
TRINITY_DN1021_c4_g1_i1	533	341.744	0	0
TRINITY_DN1021_c5_g1_i1	885	693.677	3	19.4145
TRINITY_DN1021_c6_g1_i1	442	250.744	0	0
TRINITY_DN1021_c7_g1_i1	255	70.8096	0	0
TRINITY_DN1021_c8_g1_i1	242	60.5585	1	74.1288
TRINITY_DN1091_c0_g1_i1	944	752.677	1	5.96422
TRINITY_DN1073_c0_g1_i1	663	471.677	0	0
TRINITY_DN1017_c0_g1_i1	667	475.677	7	66.0614
TRINITY_DN1078_c0_g1_i1	891	699.677	2	12.832
TRINITY_DN1078_c1_g1_i1	307	117.865	0	0
TRINITY_DN1062_c0_g1_i1	538	346.744	0	0
TRINITY_DN1062_c0_g1_i2	257	72.5894	0	0
TRINITY_DN1059_c0_g1_i1	690	498.677	1	9.00208
TRINITY_DN1087_c0_g1_i1	577	385.714	1	11.6385
TRINITY_DN1087_c1_g1_i1	1459	1267.68	0	0
TRINITY_DN1087_c2_g1_i1	347	156.324	1	28.7168
TRINITY_DN1018_c0_g1_i1	352	161.235	2	55.6843
TRINITY_DN1018_c0_g2_i1	436	244.744	0	0
TRINITY_DN1018_c0_g3_i1	532	340.744	5	65.8725
TRINITY_DN1018_c0_g3_i2	620	428.714	0	0
TRINITY_DN1037_c0_g1_i1	341	150.423	2	59.6869
TRINITY_DN1008_c0_g1_i1	356	165.17	1	27.1789
TRINITY_DN1008_c1_g1_i1	425	233.763	1	19.2038
TRINITY_DN1016_c1_g1_i1	512	320.744	0	0
TRINITY_DN1016_c1_g1_i2	547	355.744	4	50.4759
TRINITY_DN1016_c1_g1_i3	418	226.763	0	0
TRINITY_DN1016_c1_g2_i1	872	680.677	8	52.7608
TRINITY_DN1016_c1_g3_i1	259	74.2454	0	0
TRINITY_DN1016_c1_g3_i2	480	288.744	1.02417	15.9228
TRINITY_DN1016_c1_g3_i3	387	195.913	0	0
TRINITY_DN1016_c1_g4_i1	985	793.677	8	45.2489
TRINITY_DN1016_c1_g5_i1	688	496.677	1	9.03833
TRINITY_DN1016_c1_g6_i1	285	97.1695	0	0
TRINITY_DN1016_c1_g7_i1	231	52.1842	0	0
TRINITY_DN1016_c2_g1_i1	1695	1503.68	20	59.7087
TRINITY_DN1016_c2_g2_i1	289	100.893	2	88.9881
TRINITY_DN1016_c3_g2_i1	273	86.3705	0	0
TRINITY_DN1016_c4_g1_i1	1370	1178.68	5	19.0431
TRINITY_DN1016_c5_g1_i1	476	284.744	2	31.531
TRINITY_DN1016_c6_g1_i1	209	37.0291	2	242.465
TRINITY_DN1024_c0_g1_i1	367	176.046	1	25.4997
TRINITY_DN1024_c0_g2_i1	289	100.893	1	44.494
TRINITY_DN1024_c1_g1_i1	367	176.046	0	0
TRINITY_DN1025_c0_g1_i1	1869	1677.68	81	216.74
TRINITY_DN1025_c0_g1_i2	1263	1071.68	0	0
TRINITY_DN1019_c0_g1_i1	1833	1641.68	8	21.8758
TRINITY_DN1100_c0_g1_i1	355	164.183	1	27.3423
TRINITY_DN1101_c0_g1_i2	1048	856.677	2	10.4803
TRINITY_DN1101_c1_g1_i1	571	379.714	2	23.6448
TRINITY_DN1042_c0_g1_i1	283	95.3907	1	47.0604
TRINITY_DN1094_c0_g1_i1	1320	1128.68	6	23.864
TRINITY_DN1049_c0_g1_i1	1399	1207.68	20.913	77.7369
TRINITY_DN1049_c0_g1_i2	1234	1042.68	11.087	47.7339
TRINITY_DN1049_c1_g1_i1	1809	1617.68	4	11.1002
TRINITY_DN1049_c1_g2_i1	210	37.6411	2	238.523
TRINITY_DN1049_c3_g1_i1	622	430.714	1	10.4225
TRINITY_DN1049_c4_g1_i1	297	108.451	1	41.393
TRINITY_DN1053_c0_g1_i1	1359	1167.68	0	0
TRINITY_DN1053_c0_g1_i3	775	583.677	2.41857	18.6015
TRINITY_DN1053_c0_g1_i4	1161	969.677	5.58143	25.8393
TRINITY_DN1033_c0_g1_i1	237	56.7252	0	0
TRINITY_DN1056_c0_g1_i1	2361	2169.68	13	26.8974
TRINITY_DN54_c0_g1_i2	2921	2729.68	36.7567	60.4488
TRINITY_DN54_c0_g1_i21	5204	5012.68	29.9512	26.823
TRINITY_DN54_c0_g1_i24	5797	5605.68	89.2058	71.4376
TRINITY_DN54_c0_g1_i34	3095	2903.68	29.3877	45.4338
TRINITY_DN54_c0_g1_i36	3074	2882.68	95.27	148.362
TRINITY_DN54_c0_g1_i39	1008	816.677	0	0
TRINITY_DN54_c0_g1_i4	4392	4200.68	328.757	351.332
TRINITY_DN54_c0_g1_i46	3510	3318.68	114.963	155.508
TRINITY_DN54_c0_g1_i48	3167	2975.68	70.5651	106.455
TRINITY_DN54_c0_g1_i49	1161	969.677	18.8255	87.1526
TRINITY_DN54_c0_g1_i52	963	771.677	10.9665	63.7962
TRINITY_DN54_c0_g1_i63	3091	2899.68	10.2933	15.9356
TRINITY_DN54_c0_g1_i67	3245	3053.68	22.4323	32.9771
TRINITY_DN54_c0_g1_i68	3676	3484.68	137.067	176.577
TRINITY_DN54_c0_g1_i70	3850	3658.68	97.3752	119.478
TRINITY_DN54_c0_g1_i8	699	507.677	3.88039	34.3123
TRINITY_DN54_c0_g1_i81	4550	4358.68	21.296	21.9334
TRINITY_DN54_c0_g1_i85	5758	5566.68	29.6367	23.8999
TRINITY_DN54_c0_g1_i90	3002	2810.68	39.3034	62.7742
TRINITY_DN54_c0_g1_i99	3122	2930.68	43.0674	65.9695
TRINITY_DN54_c1_g1_i1	230	51.4311	0	0
TRINITY_DN61_c0_g1_i10	4763	4571.68	843.625	828.392
TRINITY_DN61_c0_g1_i13	3482	3290.68	67.4792	92.0548
TRINITY_DN61_c0_g1_i14	909	717.677	6	37.5305
TRINITY_DN61_c0_g1_i15	4520	4328.68	16.6722	17.2902
TRINITY_DN61_c0_g1_i2	1110	918.677	10	48.8651
TRINITY_DN61_c0_g1_i3	827	635.677	0	0
TRINITY_DN61_c0_g1_i4	4826	4634.68	114.223	110.636
TRINITY_DN61_c2_g1_i1	1673	1481.68	15	45.4464
TRINITY_DN61_c2_g2_i1	844	652.677	4	27.5121
TRINITY_DN61_c3_g1_i1	629	437.714	1	10.2558
TRINITY_DN53_c0_g1_i1	3378	3186.68	1154.46	1626.31
TRINITY_DN53_c0_g1_i2	5131	4939.68	168.715	153.326
TRINITY_DN53_c0_g1_i4	3325	3133.68	37.9477	54.3617
TRINITY_DN53_c0_g1_i5	2943	2751.68	73.8766	120.523
TRINITY_DN84_c0_g1_i1	2773	2581.68	0	0
TRINITY_DN84_c0_g1_i2	2537	2345.68	8	15.3103
TRINITY_DN84_c0_g2_i1	2594	2402.68	3	5.60516
TRINITY_DN58_c0_g1_i1	1876	1684.68	13.8676	36.9526
TRINITY_DN58_c0_g1_i11	980	788.677	6.22211	35.4161
TRINITY_DN58_c0_g1_i14	1935	1743.68	8.46425	21.7914
TRINITY_DN58_c0_g1_i15	1259	1067.68	7.21309	30.328
TRINITY_DN58_c0_g1_i2	1604	1412.68	11	34.9552
TRINITY_DN58_c0_g1_i4	1828	1636.68	0	0
TRINITY_DN58_c0_g1_i6	1305	1113.68	48.233	194.423
TRINITY_DN58_c0_g1_i7	2211	2019.68	0	0
TRINITY_DN58_c1_g1_i11	1425	1233.68	9.09434	33.0927
TRINITY_DN58_c1_g1_i12	754	562.677	3	23.9345
TRINITY_DN58_c1_g1_i13	1646	1454.68	0	0
TRINITY_DN58_c1_g1_i14	1039	847.677	5.69439	30.1564
TRINITY_DN58_c1_g1_i16	527	335.744	0	0
TRINITY_DN58_c1_g1_i17	449	257.744	0	0
TRINITY_DN58_c1_g1_i18	1499	1307.68	12	41.1948
TRINITY_DN58_c1_g1_i19	5090	4898.68	55.5469	50.903
TRINITY_DN58_c1_g1_i3	767	575.677	0	0
TRINITY_DN58_c1_g1_i5	1887	1695.68	13.5681	35.9201
TRINITY_DN58_c1_g1_i6	990	798.677	0	0
TRINITY_DN58_c1_g1_i7	665	473.677	3	28.4316
TRINITY_DN58_c1_g1_i9	1082	890.677	9.09624	45.8462
TRINITY_DN58_c1_g2_i1	583	391.714	1.00716	11.5423
TRINITY_DN58_c1_g3_i1	589	397.714	4	45.1493
TRINITY_DN57_c0_g1_i1	3734	3542.68	25.1989	31.931
TRINITY_DN57_c0_g1_i4	4753	4561.68	153.574	151.132
TRINITY_DN57_c0_g1_i5	1786	1594.68	39.961	112.493
TRINITY_DN57_c0_g1_i6	945	753.677	2.26568	13.4951
TRINITY_DN57_c0_g2_i1	220	44.4328	0	0
TRINITY_DN57_c0_g2_i2	774	582.677	0	0
TRINITY_DN57_c0_g3_i1	1978	1786.68	52	130.653
TRINITY_DN57_c1_g1_i1	224	47.1405	2	190.458
TRINITY_DN57_c1_g2_i1	1005	813.677	9	49.6538
TRINITY_DN57_c1_g3_i1	356	165.17	1	27.1789
TRINITY_DN57_c3_g1_i1	709	517.677	15	130.075
TRINITY_DN57_c4_g1_i1	411	219.781	1	20.4255
TRINITY_DN57_c5_g1_i1	220	44.4328	0	0
TRINITY_DN57_c7_g1_i1	300	111.255	1	40.3499
TRINITY_DN57_c8_g1_i1	425	233.763	0	0
TRINITY_DN57_c9_g1_i1	575	383.714	0	0
TRINITY_DN57_c10_g1_i1	282	94.4452	0	0
TRINITY_DN97_c0_g1_i1	514	322.744	0	0
TRINITY_DN97_c0_g1_i3	516	324.744	1	13.8236
TRINITY_DN97_c0_g2_i2	3855	3663.68	16.3185	19.9952
TRINITY_DN97_c0_g2_i3	238	57.5284	1.15072	89.7944
