target_id	length	eff_length	est_counts	tpm
TRINITY_DN1103_c0_g1_i1	298	107.692	2	82.056
TRINITY_DN1103_c0_g1_i2	712	518.647	5	42.5953
TRINITY_DN1081_c0_g1_i1	664	470.647	3.68044	34.5516
TRINITY_DN1071_c0_g1_i1	1787	1593.61	8	22.1805
TRINITY_DN1104_c0_g1_i1	204	33.5446	0	0
TRINITY_DN1104_c0_g1_i2	716	522.647	4	33.8154
TRINITY_DN1065_c0_g1_i1	1312	1118.61	10	39.4989
TRINITY_DN1065_c1_g1_i1	323	131.287	1	33.6544
TRINITY_DN1065_c2_g1_i1	238	56.9997	1	77.5158
TRINITY_DN1046_c0_g1_i1	481	287.668	1	15.3593
TRINITY_DN1027_c0_g1_i1	998	804.607	0	0
TRINITY_DN1027_c0_g1_i2	271	83.5206	0	0
TRINITY_DN1060_c0_g1_i1	913	719.607	4.4055	27.0497
TRINITY_DN1060_c0_g1_i2	1881	1687.61	524.729	1373.81
TRINITY_DN1060_c0_g1_i3	1252	1058.61	1.77433	7.40564
TRINITY_DN1060_c0_g1_i5	867	673.607	6.23323	40.8855
TRINITY_DN1060_c0_g1_i6	2097	1903.61	418.858	972.193
TRINITY_DN1060_c0_g2_i1	676	482.647	0	0
TRINITY_DN1060_c0_g2_i2	508	314.647	2	28.0847
TRINITY_DN1060_c1_g1_i1	403	209.78	2	42.1239
TRINITY_DN1060_c1_g2_i1	1326	1132.61	10.1266	39.5045
TRINITY_DN1060_c2_g1_i1	1457	1263.61	19	66.4362
TRINITY_DN1060_c2_g2_i1	785	591.607	0	0
TRINITY_DN1060_c2_g3_i1	434	240.687	0	0
TRINITY_DN1060_c3_g1_i1	373	179.97	0	0
TRINITY_DN1060_c4_g1_i1	277	88.7626	1	49.7774
TRINITY_DN1083_c0_g1_i1	754	560.647	0	0
TRINITY_DN1098_c0_g1_i1	559	365.647	0	0
TRINITY_DN1106_c0_g1_i1	433	239.687	1	18.4339
TRINITY_DN1106_c0_g1_i2	368	175.02	1	25.245
TRINITY_DN1074_c0_g1_i1	1562	1368.61	2.59495	8.37746
TRINITY_DN1074_c0_g1_i2	277	88.7626	0	0
TRINITY_DN1074_c0_g1_i3	2042	1848.61	15.4051	36.8198
TRINITY_DN1105_c0_g1_i1	246	63.0647	0	0
TRINITY_DN1105_c0_g2_i1	1369	1175.61	7	26.3087
TRINITY_DN1105_c0_g3_i2	345	152.504	0	0
TRINITY_DN1105_c0_g3_i3	981	787.607	0	0
TRINITY_DN1105_c0_g3_i4	1038	844.607	0	0
TRINITY_DN1105_c0_g4_i1	2004	1810.61	15	36.6041
TRINITY_DN1105_c1_g1_i1	380	186.919	1	23.638
TRINITY_DN1105_c2_g1_i1	634	440.647	0	0
TRINITY_DN1105_c2_g2_i1	1302	1108.61	5	19.9276
TRINITY_DN1105_c3_g1_i1	556	362.647	1	12.1837
TRINITY_DN1040_c0_g1_i1	261	75.1029	0	0
TRINITY_DN1040_c0_g2_i1	396	202.809	1	21.7859
TRINITY_DN1068_c1_g1_i1	214	39.9049	0	0
TRINITY_DN1057_c0_g1_i1	522	328.647	1	13.4442
TRINITY_DN1035_c0_g1_i2	246	63.0647	0	0
TRINITY_DN1035_c1_g1_i1	502	308.668	2	28.6286
TRINITY_DN1035_c2_g1_i1	202	32.2364	2	274.124
TRINITY_DN1099_c0_g1_i1	385	191.892	0	0
TRINITY_DN1099_c0_g2_i1	657	463.647	1	9.52962
TRINITY_DN1029_c0_g1_i1	360	167.212	3	79.2716
TRINITY_DN1045_c0_g1_i1	227	48.9587	0	0
TRINITY_DN1045_c1_g1_i1	235	54.7962	0	0
TRINITY_DN1015_c0_g1_i1	845	651.607	4	27.123
TRINITY_DN1038_c0_g1_i1	508	314.647	2	28.0847
TRINITY_DN1067_c0_g1_i1	361	168.176	0	0
TRINITY_DN1047_c0_g1_i10	4387	4193.61	20.8662	21.9846
TRINITY_DN1047_c0_g1_i11	1186	992.607	0.00124538	0.00554355
TRINITY_DN1047_c0_g1_i12	802	608.607	2.1275	15.4453
TRINITY_DN1047_c0_g1_i14	8784	8590.61	50.2341	25.8367
TRINITY_DN1047_c0_g1_i16	10861	10667.6	98.7722	40.9101
TRINITY_DN1047_c0_g1_i17	548	354.647	0	0
TRINITY_DN1047_c0_g1_i2	788	594.607	0	0
TRINITY_DN1047_c0_g1_i20	1249	1055.61	14.7402	61.697
TRINITY_DN1047_c0_g1_i22	3186	2992.61	0.00631361	0.00932161
TRINITY_DN1047_c0_g1_i23	2944	2750.61	40.2522	64.6583
TRINITY_DN1047_c0_g1_i24	2083	1889.61	22.3132	52.1739
TRINITY_DN1047_c0_g1_i3	4461	4267.61	84.9125	87.9124
TRINITY_DN1047_c0_g1_i6	303	112.338	0	0
TRINITY_DN1047_c1_g1_i1	3040	2846.61	29	45.0125
TRINITY_DN1047_c2_g1_i1	731	537.647	1	8.21799
TRINITY_DN1047_c3_g1_i1	204	33.5446	0	0
TRINITY_DN1047_c4_g1_i1	1062	868.607	2	10.1735
TRINITY_DN1092_c1_g1_i1	1618	1424.61	14	43.4206
TRINITY_DN1026_c0_g1_i1	326	134.136	0	0
TRINITY_DN1080_c0_g1_i1	1314	1120.61	11.6467	45.921
TRINITY_DN1080_c0_g1_i10	3209	3015.61	7.28817	10.6784
TRINITY_DN1080_c0_g1_i13	2562	2368.61	0	0
TRINITY_DN1080_c0_g1_i14	2473	2279.61	22.2846	43.1924
TRINITY_DN1080_c0_g1_i15	630	436.647	2	20.2378
TRINITY_DN1080_c0_g1_i4	3147	2953.61	85.2632	127.547
TRINITY_DN1080_c0_g1_i6	3104	2910.61	0.10766	0.16343
TRINITY_DN1080_c0_g1_i8	3420	3226.61	20.978	28.7264
TRINITY_DN1080_c0_g1_i9	2709	2515.61	15.4317	27.1041
TRINITY_DN1080_c2_g1_i1	252	67.8155	0	0
TRINITY_DN1080_c3_g1_i1	254	69.3894	1	63.6751
TRINITY_DN1080_c4_g1_i1	203	32.8955	1	134.315
TRINITY_DN1044_c0_g1_i1	674	480.647	3	27.5777
TRINITY_DN1055_c0_g1_i1	336	143.764	1	30.7336
TRINITY_DN1055_c0_g1_i2	226	48.2587	0	0
TRINITY_DN1013_c0_g1_i1	290	100.332	3	132.112
TRINITY_DN1075_c0_g1_i1	2090	1896.61	23	53.5813
TRINITY_DN1014_c0_g1_i1	608	414.647	5	53.2788
TRINITY_DN1014_c0_g1_i3	329	137.031	0	0
TRINITY_DN1036_c0_g1_i1	274	86.1276	1	51.3004
TRINITY_DN1077_c0_g1_i1	280	91.3696	0	0
TRINITY_DN1077_c0_g2_i1	724	530.647	5	41.632
TRINITY_DN1077_c1_g1_i1	1607	1413.61	10	31.2561
TRINITY_DN1077_c1_g2_i1	215	40.5794	0	0
TRINITY_DN1077_c1_g2_i2	444	250.687	2	35.2501
TRINITY_DN1077_c2_g1_i1	649	455.647	0	0
TRINITY_DN1077_c2_g1_i2	708	514.647	0	0
TRINITY_DN1077_c2_g2_i1	519	325.647	4	54.272
TRINITY_DN1077_c2_g3_i1	580	386.647	3	34.2823
TRINITY_DN1077_c2_g4_i1	1981	1787.61	4	9.88669
TRINITY_DN1077_c2_g5_i1	816	622.607	6	42.5795
TRINITY_DN1077_c2_g6_i1	229	50.4183	0	0
TRINITY_DN1077_c2_g7_i1	440	246.687	0	0
TRINITY_DN1077_c4_g1_i1	791	597.607	0	0
TRINITY_DN1077_c4_g2_i1	803	609.607	6	43.4875
TRINITY_DN1077_c5_g1_i1	386	192.892	3	68.7179
TRINITY_DN1077_c6_g1_i1	250	66.1766	0	0
TRINITY_DN1077_c7_g1_i1	205	34.1665	0	0
TRINITY_DN1077_c8_g1_i1	210	37.2811	0	0
TRINITY_DN1096_c0_g1_i1	217	41.917	0	0
TRINITY_DN1096_c0_g2_i1	313	121.822	0	0
TRINITY_DN1096_c0_g3_i1	319	127.47	0	0
TRINITY_DN1063_c0_g1_i1	1674	1480.61	16	47.7467
TRINITY_DN1063_c0_g1_i2	386	192.892	2.79043	63.9174
TRINITY_DN1063_c0_g1_i4	355	162.327	4.20957	114.58
TRINITY_DN1086_c0_g1_i1	427	233.704	2	37.8118
TRINITY_DN1023_c0_g1_i1	400	206.795	2	42.732
TRINITY_DN1023_c0_g2_i1	248	64.5673	0	0
TRINITY_DN1023_c0_g3_i1	469	275.668	2	32.0557
TRINITY_DN1023_c0_g4_i1	233	53.2992	0	0
TRINITY_DN1023_c2_g1_i1	264	77.6116	2	113.859
TRINITY_DN1050_c0_g1_i1	801	607.607	3.16528	23.0172
TRINITY_DN1050_c0_g1_i2	609	415.647	0.83472	8.87318
TRINITY_DN1066_c0_g1_i1	459	265.687	0	0
TRINITY_DN1066_c0_g2_i1	766	572.607	2	15.4325
TRINITY_DN1066_c0_g3_i1	2149	1955.61	101.315	228.904
TRINITY_DN1066_c0_g3_i3	1319	1125.61	32.6494	128.16
TRINITY_DN1066_c0_g3_i5	656	462.647	5.03606	48.0955
TRINITY_DN1066_c0_g3_i6	928	734.607	0	0
TRINITY_DN1066_c0_g5_i1	642	448.647	0	0
TRINITY_DN1066_c1_g1_i1	240	58.4427	1	75.6019
TRINITY_DN1066_c1_g2_i1	293	103.077	0	0
TRINITY_DN1066_c1_g2_i2	977	783.607	3	16.9155
TRINITY_DN1066_c1_g3_i1	477	283.668	4	62.3034
TRINITY_DN1043_c0_g1_i1	601	407.647	1	10.8387
TRINITY_DN1043_c1_g1_i1	641	447.647	2	19.7405
TRINITY_DN1028_c0_g1_i1	829	635.607	5	34.7572
TRINITY_DN1097_c0_g1_i1	511	317.647	1	13.9097
TRINITY_DN1011_c0_g1_i1	1820	1626.61	9	24.4468
TRINITY_DN1011_c0_g1_i2	329	137.031	1	32.2436
TRINITY_DN1048_c0_g1_i1	515	321.647	3	41.2102
TRINITY_DN1079_c0_g1_i1	334	141.834	0	0
TRINITY_DN1079_c0_g2_i1	336	143.764	0	0
TRINITY_DN1079_c1_g1_i1	255	70.187	1	62.9515
TRINITY_DN1069_c0_g1_i1	458	264.687	2.78943	46.5634
TRINITY_DN1069_c0_g1_i2	624	430.647	1.21057	12.4203
TRINITY_DN1034_c0_g1_i1	1292	1098.61	1	4.0218
TRINITY_DN1032_c0_g1_i1	428	234.704	3	56.476
TRINITY_DN1010_c0_g1_i1	517	323.647	2	27.3037
TRINITY_DN1090_c0_g1_i1	454	260.687	0	0
TRINITY_DN1090_c0_g2_i1	608	414.647	0	0
TRINITY_DN1090_c1_g1_i1	282	93.1756	1	47.4199
TRINITY_DN1090_c1_g2_i1	242	59.9934	0	0
TRINITY_DN1090_c1_g2_i3	280	91.3696	0	0
TRINITY_DN1090_c1_g2_i4	462	268.687	2	32.8886
TRINITY_DN1020_c0_g1_i2	604	410.647	0	0
TRINITY_DN1020_c0_g1_i3	2127	1933.61	61	139.388
TRINITY_DN1088_c0_g1_i1	462	268.687	3	49.3329
TRINITY_DN1088_c0_g1_i2	275	87.0134	0	0
TRINITY_DN1070_c0_g1_i1	905	711.607	2	12.418
TRINITY_DN1070_c1_g1_i1	245	62.3354	0	0
TRINITY_DN1093_c0_g1_i1	386	192.892	0	0
TRINITY_DN1093_c0_g1_i2	473	279.668	4	63.1945
TRINITY_DN1093_c1_g1_i13	689	495.647	13.8431	123.402
TRINITY_DN1093_c1_g1_i17	276	87.8982	2	100.534
TRINITY_DN1093_c1_g1_i18	1555	1361.61	0	0
TRINITY_DN1093_c1_g1_i21	712	518.647	0	0
TRINITY_DN1093_c1_g1_i24	1733	1539.61	0	0
TRINITY_DN1093_c1_g1_i28	696	502.647	2.61277	22.9668
TRINITY_DN1093_c1_g1_i30	1610	1416.61	0	0
TRINITY_DN1093_c1_g1_i32	1199	1005.61	5.54414	24.3595
TRINITY_DN1093_c1_g1_i35	1216	1022.61	2.46857	10.666
TRINITY_DN1093_c1_g1_i36	1249	1055.61	4	16.7425
TRINITY_DN1093_c1_g1_i5	1118	924.607	2.53143	12.0968
TRINITY_DN1093_c1_g1_i6	826	632.607	0	0
TRINITY_DN1093_c1_g1_i7	1709	1515.61	0	0
TRINITY_DN1093_c1_g2_i1	447	253.687	0	0
TRINITY_DN1093_c1_g3_i1	1723	1529.61	9	25.9971
TRINITY_DN1093_c1_g4_i1	376	182.945	19	458.878
TRINITY_DN1093_c2_g1_i1	489	295.668	2	29.8874
TRINITY_DN1093_c2_g2_i1	908	714.607	0	0
TRINITY_DN1093_c3_g1_i1	978	784.607	5	28.1566
TRINITY_DN1093_c4_g1_i1	543	349.647	0	0
TRINITY_DN1039_c0_g1_i1	341	148.589	3	89.2069
TRINITY_DN1082_c0_g1_i1	256	71.0419	1	62.194
TRINITY_DN1082_c0_g1_i2	585	391.647	0	0
TRINITY_DN1082_c0_g1_i3	709	515.647	3	25.7058
TRINITY_DN1007_c0_g1_i1	256	71.0419	0	0
TRINITY_DN1058_c0_g1_i1	291	101.224	0	0
TRINITY_DN1058_c0_g2_i1	1587	1393.61	2.21617	7.02627
TRINITY_DN1058_c0_g2_i3	2394	2200.61	0	0
TRINITY_DN1058_c0_g2_i4	5686	5492.61	0.00682689	0.00549171
TRINITY_DN1058_c0_g2_i5	5634	5440.61	10.8613	8.82055
TRINITY_DN1058_c0_g2_i6	2238	2044.61	2.91574	6.3009
TRINITY_DN1058_c0_g3_i1	665	471.647	0	0
TRINITY_DN1058_c0_g4_i1	330	137.992	0	0
TRINITY_DN1058_c0_g4_i2	216	41.2212	0	0
TRINITY_DN1058_c0_g4_i3	894	700.607	1	6.3065
TRINITY_DN1058_c0_g5_i1	4684	4490.61	0	0
TRINITY_DN1058_c0_g6_i1	756	562.647	1	7.85285
TRINITY_DN1058_c0_g6_i2	369	176.02	0	0
TRINITY_DN1058_c1_g1_i1	293	103.077	2	85.7297
TRINITY_DN1064_c0_g1_i1	295	104.95	2	84.1994
TRINITY_DN1064_c0_g1_i2	207	35.3976	0	0
TRINITY_DN1064_c1_g1_i1	251	66.9711	0	0
TRINITY_DN1064_c2_g1_i1	229	50.4183	1	87.6343
TRINITY_DN1030_c0_g1_i1	459	265.687	1	16.63
TRINITY_DN1030_c1_g1_i1	321	129.351	1	34.1579
TRINITY_DN1030_c2_g1_i1	403	209.78	0	0
TRINITY_DN1021_c0_g1_i2	559	365.647	5.74701	69.4453
TRINITY_DN1021_c0_g1_i4	849	655.607	0	0
TRINITY_DN1021_c0_g1_i5	1059	865.607	1.25299	6.39574
TRINITY_DN1021_c0_g2_i1	292	102.143	0	0
TRINITY_DN1021_c0_g3_i1	676	482.647	2	18.309
TRINITY_DN1021_c0_g4_i1	262	75.9386	0	0
TRINITY_DN1021_c0_g5_i1	258	72.671	0	0
TRINITY_DN1021_c0_g5_i2	1441	1247.61	16	56.6637
TRINITY_DN1021_c1_g1_i1	391	197.837	1	22.3334
TRINITY_DN1021_c1_g2_i1	1078	884.607	7.03459	35.136
TRINITY_DN1021_c1_g3_i1	1205	1011.61	7.96541	34.7904
TRINITY_DN1021_c1_g4_i1	527	333.647	0	0
TRINITY_DN1021_c2_g1_i1	517	323.647	2	27.3037
TRINITY_DN1021_c3_g1_i1	772	578.607	3	22.9087
TRINITY_DN1021_c4_g1_i1	533	339.647	1	13.0087
TRINITY_DN1021_c5_g1_i1	885	691.607	4.15116	26.52
TRINITY_DN1021_c6_g1_i1	442	248.687	2	35.5336
TRINITY_DN1021_c7_g1_i1	255	70.187	0	0
TRINITY_DN1021_c8_g1_i1	242	59.9934	1	73.6477
TRINITY_DN1091_c0_g1_i1	944	750.607	1	5.88641
TRINITY_DN1073_c0_g1_i1	663	469.647	0	0
TRINITY_DN1017_c0_g1_i1	667	473.647	4	37.3137
TRINITY_DN1078_c0_g1_i1	891	697.607	3	19.0009
TRINITY_DN1078_c1_g1_i1	307	116.102	0	0
TRINITY_DN1062_c0_g1_i1	538	344.647	0	0
TRINITY_DN1062_c0_g1_i2	257	71.879	0	0
TRINITY_DN1059_c0_g1_i1	690	496.647	2	17.7928
TRINITY_DN1087_c0_g1_i1	577	383.647	2	23.0336
TRINITY_DN1087_c1_g1_i1	1459	1265.61	0	0
TRINITY_DN1087_c2_g1_i1	347	154.471	1	28.6032
TRINITY_DN1018_c0_g1_i1	352	159.361	5	138.628
TRINITY_DN1018_c0_g2_i1	436	242.687	0	0
TRINITY_DN1018_c0_g3_i1	532	338.647	6.13755	80.0776
TRINITY_DN1018_c0_g3_i2	620	426.647	5.86245	60.7119
TRINITY_DN1037_c0_g1_i1	341	148.589	5	148.678
TRINITY_DN1008_c0_g1_i1	356	163.327	2	54.1046
TRINITY_DN1008_c1_g1_i1	425	231.704	0	0
TRINITY_DN1016_c1_g1_i1	512	318.647	0	0
TRINITY_DN1016_c1_g1_i2	547	353.647	2	24.9875
TRINITY_DN1016_c1_g1_i3	418	224.72	0	0
TRINITY_DN1016_c1_g2_i1	872	678.607	7	45.5767
TRINITY_DN1016_c1_g3_i1	259	73.4942	0	0
TRINITY_DN1016_c1_g3_i2	480	286.668	0	0
TRINITY_DN1016_c1_g3_i3	387	193.892	1.20432	27.4439
TRINITY_DN1016_c1_g4_i1	985	791.607	10	55.8153
TRINITY_DN1016_c1_g5_i1	688	494.647	2	17.8648
TRINITY_DN1016_c1_g6_i1	285	95.8193	0	0
TRINITY_DN1016_c1_g7_i1	231	51.9022	0	0
TRINITY_DN1016_c2_g1_i1	1695	1501.61	14	41.1941
TRINITY_DN1016_c2_g2_i1	289	99.3898	0	0
TRINITY_DN1016_c3_g2_i1	273	85.2659	3	155.456
TRINITY_DN1016_c4_g1_i1	1370	1176.61	5	18.7759
TRINITY_DN1016_c5_g1_i1	476	282.668	1	15.631
TRINITY_DN1016_c6_g1_i1	209	36.662	0	0
TRINITY_DN1024_c0_g1_i1	367	174.02	3	76.1702
TRINITY_DN1024_c0_g2_i1	289	99.3898	0	0
TRINITY_DN1024_c1_g1_i1	367	174.02	1	25.3901
TRINITY_DN1025_c0_g1_i1	1869	1675.61	77	203.04
TRINITY_DN1025_c0_g1_i2	1263	1069.61	0	0
TRINITY_DN1019_c0_g1_i1	1833	1639.61	12	32.3374
TRINITY_DN1100_c0_g1_i1	355	162.327	0	0
TRINITY_DN1101_c0_g1_i2	1048	854.607	4	20.6803
TRINITY_DN1101_c1_g1_i1	571	377.647	3	35.0993
TRINITY_DN1042_c0_g1_i1	283	94.0738	1	46.9672
TRINITY_DN1094_c0_g1_i1	1320	1126.61	11	43.1403
TRINITY_DN1049_c0_g1_i1	1399	1205.61	11.2443	41.2089
TRINITY_DN1049_c0_g1_i2	1234	1040.61	21.7557	92.3738
TRINITY_DN1049_c1_g1_i1	1809	1615.61	7	19.1437
TRINITY_DN1049_c1_g2_i1	210	37.2811	0	0
TRINITY_DN1049_c3_g1_i1	622	428.647	1	10.3077
TRINITY_DN1049_c4_g1_i1	297	106.769	0	0
TRINITY_DN1053_c0_g1_i1	1359	1165.61	0	0
TRINITY_DN1053_c0_g1_i3	775	581.607	0	0
TRINITY_DN1053_c0_g1_i4	1161	967.607	5	22.8315
TRINITY_DN1033_c0_g1_i1	237	56.2659	1	78.5268
TRINITY_DN1056_c0_g1_i1	2361	2167.61	8	16.3069
TRINITY_DN54_c0_g1_i2	2921	2727.61	28.3354	45.8998
TRINITY_DN54_c0_g1_i21	5204	5010.61	55.3842	48.838
TRINITY_DN54_c0_g1_i24	5797	5603.61	102.438	80.771
TRINITY_DN54_c0_g1_i34	3095	2901.61	48.3003	73.5486
TRINITY_DN54_c0_g1_i36	3074	2880.61	40.8042	62.587
TRINITY_DN54_c0_g1_i39	1008	814.607	0	0
TRINITY_DN54_c0_g1_i4	4392	4198.61	289.91	305.085
TRINITY_DN54_c0_g1_i46	3510	3316.61	124.198	165.457
TRINITY_DN54_c0_g1_i48	3167	2973.61	62.368	92.6704
TRINITY_DN54_c0_g1_i49	1161	967.607	7.7145	35.2267
TRINITY_DN54_c0_g1_i52	963	769.607	9.85586	56.5834
TRINITY_DN54_c0_g1_i63	3091	2897.61	24.4054	37.2143
TRINITY_DN54_c0_g1_i67	3245	3051.61	19.2981	27.9414
TRINITY_DN54_c0_g1_i68	3676	3482.61	62.8751	79.7695
TRINITY_DN54_c0_g1_i70	3850	3656.61	129.541	156.528
TRINITY_DN54_c0_g1_i8	699	505.647	8.75342	76.488
TRINITY_DN54_c0_g1_i81	4550	4356.61	55.8169	56.6083
TRINITY_DN54_c0_g1_i85	5758	5564.61	53.5748	42.5392
TRINITY_DN54_c0_g1_i90	3002	2808.61	30.8875	48.5909
TRINITY_DN54_c0_g1_i99	3122	2928.61	63.5393	95.8614
TRINITY_DN54_c1_g1_i1	230	51.1486	0	0
TRINITY_DN61_c0_g1_i10	4763	4569.61	806.467	779.778
TRINITY_DN61_c0_g1_i13	3482	3288.61	57.5853	77.3682
TRINITY_DN61_c0_g1_i14	909	715.607	8	49.3945
TRINITY_DN61_c0_g1_i15	4520	4326.61	1.40201	1.43175
TRINITY_DN61_c0_g1_i2	1110	916.607	4	19.2815
TRINITY_DN61_c0_g1_i3	827	633.607	4.68515	32.6713
TRINITY_DN61_c0_g1_i4	4826	4632.61	201.86	192.525
TRINITY_DN61_c2_g1_i1	1673	1479.61	5	14.9309
TRINITY_DN61_c2_g2_i1	844	650.607	2	13.5823
TRINITY_DN61_c3_g1_i1	629	435.647	3	30.4263
TRINITY_DN53_c0_g1_i1	3378	3184.61	1139.97	1581.62
TRINITY_DN53_c0_g1_i2	5131	4937.61	193.293	172.967
TRINITY_DN53_c0_g1_i4	3325	3131.61	35.9693	50.749
TRINITY_DN53_c0_g1_i5	2943	2749.61	76.7643	123.353
TRINITY_DN84_c0_g1_i1	2773	2579.61	0	0
TRINITY_DN84_c0_g1_i2	2537	2343.61	5	9.42645
TRINITY_DN84_c0_g2_i1	2594	2400.61	1	1.84053
TRINITY_DN58_c0_g1_i1	1876	1682.61	11.8778	31.1901
TRINITY_DN58_c0_g1_i11	980	786.607	19.2926	108.367
TRINITY_DN58_c0_g1_i14	1935	1741.61	12.076	30.6362
TRINITY_DN58_c0_g1_i15	1259	1065.61	0	0
TRINITY_DN58_c0_g1_i2	1604	1410.61	4.09785	12.8355
TRINITY_DN58_c0_g1_i4	1828	1634.61	9.009	24.3515
TRINITY_DN58_c0_g1_i6	1305	1111.61	60.0921	238.852
TRINITY_DN58_c0_g1_i7	2211	2017.61	4.55465	9.97428
TRINITY_DN58_c1_g1_i11	1425	1231.61	0	0
TRINITY_DN58_c1_g1_i12	754	560.647	1.24425	9.8058
TRINITY_DN58_c1_g1_i13	1646	1452.61	0	0
TRINITY_DN58_c1_g1_i14	1039	845.607	7.21636	37.7062
TRINITY_DN58_c1_g1_i16	527	333.647	0	0
TRINITY_DN58_c1_g1_i17	449	255.687	1.75575	30.34
TRINITY_DN58_c1_g1_i18	1499	1305.61	4.77375	16.1551
TRINITY_DN58_c1_g1_i19	5090	4896.61	47.3644	42.7386
TRINITY_DN58_c1_g1_i3	767	573.607	1.40037	10.7868
TRINITY_DN58_c1_g1_i5	1887	1693.61	11.332	29.5637
TRINITY_DN58_c1_g1_i6	990	796.607	19.5761	108.579
TRINITY_DN58_c1_g1_i7	665	471.647	3.33693	31.2603
TRINITY_DN58_c1_g1_i9	1082	888.607	0	0
TRINITY_DN58_c1_g2_i1	583	389.647	1	11.3394
TRINITY_DN58_c1_g3_i1	589	395.647	6	67.0049
TRINITY_DN57_c0_g1_i1	3734	3540.61	29.0287	36.2254
TRINITY_DN57_c0_g1_i4	4753	4559.61	123.849	120.013
TRINITY_DN57_c0_g1_i5	1786	1592.61	61.6959	171.163
TRINITY_DN57_c0_g1_i6	945	751.607	4.42656	26.0219
TRINITY_DN57_c0_g2_i1	220	43.92	0	0
TRINITY_DN57_c0_g2_i2	774	580.607	4.12708	31.4068
TRINITY_DN57_c0_g3_i1	1978	1784.61	45	111.412
TRINITY_DN57_c1_g1_i1	224	46.7021	0	0
TRINITY_DN57_c1_g2_i1	1005	811.607	17	92.5478
TRINITY_DN57_c1_g3_i1	356	163.327	1	27.0523
TRINITY_DN57_c3_g1_i1	709	515.647	19	162.804
TRINITY_DN57_c4_g1_i1	411	217.735	3	60.8774
TRINITY_DN57_c5_g1_i1	220	43.92	1	100.601
TRINITY_DN57_c7_g1_i1	300	109.56	0	0
TRINITY_DN57_c8_g1_i1	425	231.704	0	0
TRINITY_DN57_c9_g1_i1	575	381.647	1	11.5771
TRINITY_DN57_c10_g1_i1	282	93.1756	1	47.4199
TRINITY_DN97_c0_g1_i1	514	320.647	0.99199	13.6692
TRINITY_DN97_c0_g1_i3	516	322.647	0.00801044	0.109696
TRINITY_DN97_c0_g2_i2	3855	3661.61	0	0
TRINITY_DN97_c0_g2_i3	238	56.9997	1.22003	94.5714
